"Feature"	"FeatureName"	"Mean.Timberlake_Field(n=5)"	"Mean.Timberlake_Lab(n=18)"	"StdErr.Timberlake_Field(n=5)"	"StdErr.Timberlake_Lab(n=18)"	"MWTest.UStat"	"MWTest.Pval"	"MWTest.adjPval"	"3300017993.Timberlake_Field"	"3300017994.Timberlake_Field"	"3300017930.Timberlake_Field"	"3300017936.Timberlake_Field"	"3300017927.Timberlake_Field"	"3300017822.Timberlake_Lab"	"3300017821.Timberlake_Lab"	"3300017937.Timberlake_Lab"	"3300018001.Timberlake_Lab"	"3300018006.Timberlake_Lab"	"3300017823.Timberlake_Lab"	"3300017995.Timberlake_Lab"	"3300017932.Timberlake_Lab"	"3300017926.Timberlake_Lab"	"3300017928.Timberlake_Lab"	"3300017942.Timberlake_Lab"	"3300018007.Timberlake_Lab"	"3300017924.Timberlake_Lab"	"3300017934.Timberlake_Lab"	"3300017933.Timberlake_Lab"	"3300017943.Timberlake_Lab"	"3300018012.Timberlake_Lab"	"3300017955.Timberlake_Lab"
"M00872"	"O-glycan biosynthesis, mannose type (core M3)"	"0.6"	"0.777777777777778"	"0.244948974278318"	"0.206994609439387"	"42.5"	"0.870523483756409"	"0.91542154309055"	"1"	"1"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"2"	"0"	"1"	"0"	"3"	"1"	"0"	"1"	"1"
"M00873"	"Fatty acid biosynthesis in mitochondria, animals"	"1015.8"	"796.166666666667"	"43.8011415376358"	"65.0524800710833"	"77"	"0.0150970311153378"	"0.0826956779004324"	"947"	"987"	"1102"	"1134"	"909"	"619"	"410"	"1009"	"823"	"839"	"870"	"831"	"625"	"467"	"548"	"819"	"898"	"580"	"724"	"711"	"1161"	"790"	"1607"
"M00874"	"Fatty acid biosynthesis in mitochondria, fungi"	"3280.6"	"3205.38888888889"	"123.579771807525"	"255.349051618902"	"52"	"0.638473654491961"	"0.813610524994964"	"3284"	"3235"	"3328"	"3666"	"2890"	"2509"	"1645"	"3694"	"3303"	"3345"	"3277"	"3331"	"2616"	"2259"	"2295"	"3608"	"3830"	"2416"	"2555"	"2855"	"4898"	"2895"	"6366"
"M00877"	"Kanosamine biosynthesis, glucose 6-phosphate => kanosamine"	"0"	"0.111111111111111"	"0"	"0.0762215933966706"	"40"	"0.492330692019341"	"0.737272669906911"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"M00878"	"Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA"	"2232.4"	"2356.72222222222"	"101.114093973096"	"170.264170094621"	"48"	"0.852142817304823"	"0.903752839916337"	"2327"	"2227"	"2098"	"2552"	"1958"	"1661"	"1468"	"2778"	"2774"	"2214"	"2162"	"2247"	"2275"	"2026"	"1898"	"2985"	"2778"	"1835"	"1803"	"1974"	"3376"	"1769"	"4398"
"M00879"	"Arginine succinyltransferase pathway, arginine => glutamate"	"46"	"8.83333333333333"	"3.63318042491699"	"1.48906690965783"	"90"	"0.000899798786474962"	"0.0302864775020127"	"35"	"44"	"43"	"55"	"53"	"5"	"0"	"23"	"16"	"13"	"10"	"10"	"4"	"3"	"0"	"3"	"12"	"8"	"5"	"6"	"14"	"9"	"18"
"M00880"	"Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor"	"1158.4"	"1161.38888888889"	"44.2601400811159"	"92.0052974778065"	"46"	"0.97126214746352"	"1"	"1121"	"1130"	"1159"	"1323"	"1059"	"835"	"756"	"1173"	"1281"	"1295"	"1313"	"1217"	"941"	"674"	"806"	"1232"	"1274"	"757"	"1114"	"1068"	"1655"	"1164"	"2350"
"M00881"	"Lipoic acid biosynthesis, plants and bacteria, octanoyl-ACP => dihydrolipoyl-E2/H"	"498.6"	"486.666666666667"	"30.3605006546335"	"41.9813217103633"	"48"	"0.852142817304823"	"0.903752839916337"	"473"	"459"	"519"	"607"	"435"	"352"	"303"	"480"	"559"	"557"	"536"	"499"	"364"	"264"	"307"	"497"	"538"	"289"	"497"	"445"	"775"	"511"	"987"
"M00882"	"Lipoic acid biosynthesis, eukaryotes, octanoyl-ACP => dihydrolipoyl-H"	"299.6"	"295"	"17.1831312629567"	"24.306861776292"	"48.5"	"0.822977239022459"	"0.896286171663488"	"277"	"272"	"314"	"361"	"274"	"206"	"199"	"297"	"326"	"341"	"310"	"307"	"208"	"162"	"205"	"305"	"319"	"183"	"305"	"274"	"466"	"313"	"584"
"M00883"	"Lipoic acid biosynthesis, animals and bacteria, octanoyl-ACP => dihydrolipoyl-H => dihydrolipoyl-E2"	"300.2"	"295.888888888889"	"17.0716138662986"	"24.2823652207048"	"49"	"0.793940265967388"	"0.88236294185951"	"277"	"273"	"315"	"361"	"275"	"206"	"202"	"305"	"326"	"342"	"310"	"307"	"209"	"162"	"206"	"305"	"319"	"183"	"305"	"274"	"467"	"314"	"584"
"M00884"	"Lipoic acid biosynthesis, octanoyl-CoA => dihydrolipoyl-E2"	"299.6"	"295"	"17.1831312629567"	"24.306861776292"	"48.5"	"0.822977239022459"	"0.896286171663488"	"277"	"272"	"314"	"361"	"274"	"206"	"199"	"297"	"326"	"341"	"310"	"307"	"208"	"162"	"205"	"305"	"319"	"183"	"305"	"274"	"466"	"313"	"584"
"M00892"	"UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc"	"1595.8"	"1706.38888888889"	"82.9056089779214"	"140.701374281718"	"39"	"0.691134952004517"	"0.828910220214568"	"1509"	"1491"	"1635"	"1902"	"1442"	"1397"	"903"	"1586"	"1564"	"1969"	"1917"	"1828"	"1348"	"932"	"1194"	"1850"	"1949"	"1153"	"1642"	"1668"	"2533"	"1822"	"3460"
"M00895"	"Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP"	"1700.8"	"1730"	"84.6790410904611"	"149.139098120631"	"47"	"0.913845879520937"	"0.923915806568"	"1517"	"1565"	"1804"	"1978"	"1640"	"1337"	"889"	"1507"	"1698"	"2030"	"1969"	"1844"	"1352"	"989"	"1186"	"1757"	"2070"	"1105"	"1596"	"1741"	"2742"	"1812"	"3516"
"M00896"	"Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP"	"1142.8"	"1064.11111111111"	"57.3396895701398"	"97.4873509103057"	"57"	"0.403280929596719"	"0.660732594473196"	"1023"	"1049"	"1201"	"1337"	"1104"	"819"	"532"	"935"	"1019"	"1272"	"1238"	"1180"	"774"	"535"	"680"	"1052"	"1237"	"673"	"1018"	"1108"	"1732"	"1142"	"2208"
"M00897"	"Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP"	"419.8"	"323.388888888889"	"26.5394046655158"	"29.3728720702091"	"70.5"	"0.0623427051308281"	"0.204283685562624"	"352"	"373"	"477"	"483"	"414"	"262"	"149"	"308"	"289"	"387"	"373"	"379"	"227"	"124"	"207"	"290"	"396"	"213"	"336"	"367"	"506"	"368"	"640"
"M00898"	"Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP"	"23.6"	"12.8888888888889"	"2.15870331449229"	"1.4794648584024"	"80.5"	"0.00879887850089667"	"0.0598414964458858"	"20"	"21"	"20"	"31"	"26"	"6"	"20"	"23"	"19"	"13"	"6"	"6"	"11"	"7"	"21"	"11"	"9"	"6"	"18"	"10"	"12"	"24"	"10"
"M00899"	"Thiamine salvage pathway, HMP/HET => TMP"	"548.4"	"534.277777777778"	"24.8588012583069"	"49.2613283183002"	"54"	"0.538203215548753"	"0.762627722418503"	"515"	"513"	"539"	"646"	"529"	"406"	"272"	"479"	"506"	"632"	"636"	"595"	"397"	"278"	"347"	"527"	"613"	"339"	"488"	"545"	"891"	"552"	"1114"
"M00902"	"Podophyllotoxin biosynthesis, coniferyl alcohol => podophyllotoxin"	"0"	"0.0555555555555556"	"0"	"0.0555555555555556"	"42.5"	"0.673289979659996"	"0.828910220214568"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"M00903"	"Fosfomycin biosynthesis, phosphoenolpyruvate => fosfomycin"	"48.8"	"17.7777777777778"	"4.12795348811006"	"2.76835001418114"	"90"	"0.000897152548451136"	"0.0302864775020127"	"47"	"43"	"46"	"65"	"43"	"17"	"3"	"19"	"39"	"21"	"21"	"25"	"9"	"4"	"2"	"13"	"30"	"11"	"11"	"17"	"33"	"6"	"39"
"M00905"	"Grixazone biosynthesis, aspartate 4-semialdehyde => grixazone B"	"0.8"	"5.44444444444444"	"0.374165738677394"	"0.990880714156718"	"7.5"	"0.00546129357111053"	"0.0530549468363485"	"0"	"0"	"1"	"2"	"1"	"1"	"8"	"2"	"18"	"4"	"8"	"2"	"3"	"2"	"0"	"7"	"4"	"3"	"8"	"5"	"6"	"9"	"8"
"M00909"	"UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc"	"2675"	"2788.77777777778"	"123.75984809299"	"228.97367710624"	"39"	"0.681771393662947"	"0.828910220214568"	"2576"	"2549"	"2683"	"3142"	"2425"	"2218"	"1481"	"2665"	"2724"	"3209"	"3203"	"2932"	"2115"	"1566"	"1929"	"2858"	"3132"	"1898"	"2716"	"2716"	"4174"	"3041"	"5621"
"M00910"	"Phenylalanine biosynthesis, chorismate => arogenate => phenylalanine"	"6"	"2.33333333333333"	"0.894427190999916"	"0.361550763031094"	"84.5"	"0.00308383144757411"	"0.0465400318020115"	"4"	"6"	"8"	"8"	"4"	"1"	"1"	"2"	"3"	"3"	"6"	"2"	"3"	"3"	"1"	"1"	"0"	"1"	"4"	"1"	"2"	"4"	"4"
"M00911"	"Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD"	"500"	"527.333333333333"	"25.6437126797194"	"43.8882270157754"	"39"	"0.681771393662947"	"0.828910220214568"	"455"	"479"	"531"	"585"	"450"	"364"	"324"	"458"	"607"	"632"	"593"	"560"	"396"	"293"	"346"	"548"	"586"	"320"	"489"	"528"	"767"	"632"	"1049"
"M00912"	"NAD biosynthesis, tryptophan => quinolinate => NAD"	"1583.6"	"1416.33333333333"	"69.1054267044203"	"113.221657781759"	"66"	"0.129632381348628"	"0.330382527464906"	"1511"	"1502"	"1619"	"1837"	"1449"	"1147"	"722"	"1524"	"1464"	"1586"	"1488"	"1505"	"1101"	"874"	"1039"	"1435"	"1676"	"1002"	"1212"	"1405"	"2085"	"1382"	"2847"
"M00913"	"Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate"	"1946.4"	"1995.61111111111"	"74.7693787589545"	"157.254220282508"	"45"	"1"	"1"	"1878"	"1942"	"1969"	"2201"	"1742"	"1598"	"990"	"2193"	"2021"	"2116"	"2013"	"2117"	"1642"	"1388"	"1477"	"2244"	"2400"	"1437"	"1572"	"1992"	"2916"	"1817"	"3988"
"M00914"	"Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA"	"1195.6"	"1136.33333333333"	"50.9613579096947"	"91.7574238773153"	"54"	"0.538203215548753"	"0.762627722418503"	"1165"	"1163"	"1236"	"1362"	"1052"	"854"	"636"	"1134"	"1257"	"1296"	"1252"	"1244"	"843"	"677"	"759"	"1177"	"1329"	"755"	"1000"	"1161"	"1712"	"1133"	"2235"
"M00916"	"Pyridoxal-P biosynthesis, R5P + glyceraldehyde-3P + glutamine => pyridoxal-P"	"260"	"359.833333333333"	"9.99499874937461"	"26.7288796348808"	"14"	"0.0229383555024623"	"0.103930573696342"	"234"	"249"	"266"	"294"	"257"	"268"	"229"	"303"	"342"	"376"	"409"	"395"	"326"	"243"	"270"	"404"	"397"	"255"	"326"	"331"	"520"	"376"	"707"
"M00917"	"Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol"	"33.2"	"21.1666666666667"	"2.17715410570772"	"1.82976479791428"	"79.5"	"0.010969984633583"	"0.0694135234573269"	"39"	"32"	"33"	"36"	"26"	"15"	"27"	"16"	"32"	"18"	"19"	"16"	"22"	"13"	"13"	"34"	"23"	"16"	"21"	"16"	"29"	"13"	"38"
"M00918"	"Aerobactin biosynthesis, lysine => aerobactin"	"0.8"	"1.77777777777778"	"0.374165738677394"	"0.580486361076458"	"40"	"0.723702700929108"	"0.846874218795069"	"0"	"2"	"1"	"1"	"0"	"0"	"1"	"4"	"9"	"0"	"1"	"1"	"5"	"0"	"4"	"3"	"3"	"0"	"0"	"0"	"0"	"1"	"0"
"M00919"	"Ectoine degradation, ectoine => aspartate"	"22.8"	"16.8333333333333"	"2.47790233867277"	"1.69437747644371"	"69"	"0.0782071994140235"	"0.235262640860218"	"20"	"21"	"28"	"29"	"16"	"16"	"6"	"22"	"30"	"19"	"17"	"23"	"16"	"7"	"10"	"15"	"19"	"16"	"14"	"16"	"13"	"10"	"34"
"M00921"	"Cyclooctatin biosynthesis, dimethylallyl-PP + isopentenyl-PP => cyclooctatin"	"42.8"	"111.611111111111"	"3.13687742827162"	"9.61417080769503"	"2"	"0.00152791215218783"	"0.0329849270501726"	"47"	"53"	"39"	"39"	"36"	"46"	"129"	"104"	"190"	"91"	"99"	"68"	"126"	"118"	"114"	"176"	"115"	"68"	"113"	"57"	"125"	"88"	"182"
"M00922"	"CMP-Neu5Ac biosynthesis"	"152.2"	"107.5"	"14.7560157224096"	"12.2034094667998"	"68"	"0.093451504440468"	"0.262256881874107"	"133"	"110"	"166"	"197"	"155"	"88"	"48"	"113"	"90"	"147"	"120"	"131"	"52"	"31"	"40"	"73"	"140"	"60"	"115"	"120"	"182"	"172"	"213"
"M00923"	"UDP-L-FucNAm biosynthesis"	"71.8"	"47.9444444444444"	"6.56048778674269"	"6.03122172029523"	"72"	"0.0480802064663963"	"0.180055467073137"	"64"	"50"	"86"	"81"	"78"	"47"	"13"	"50"	"27"	"77"	"61"	"61"	"19"	"14"	"16"	"23"	"63"	"39"	"54"	"56"	"86"	"57"	"100"
"M00924"	"Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide"	"952"	"1007.33333333333"	"29.8127489507425"	"80.188136621959"	"43"	"0.913845879520937"	"0.923915806568"	"983"	"937"	"923"	"1047"	"870"	"728"	"532"	"1020"	"1121"	"1084"	"1083"	"1056"	"845"	"693"	"659"	"1042"	"1228"	"813"	"895"	"928"	"1513"	"879"	"2013"
"M00925"	"Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide"	"897.6"	"966.888888888889"	"40.7045452007512"	"79.8362248806602"	"39"	"0.691134952004517"	"0.828910220214568"	"980"	"963"	"815"	"946"	"784"	"726"	"443"	"1069"	"1114"	"1028"	"1027"	"1042"	"813"	"688"	"637"	"1006"	"1231"	"827"	"792"	"874"	"1436"	"711"	"1940"
"M00926"	"Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme"	"2796.2"	"3216.83333333333"	"145.57589086109"	"274.187882843205"	"35"	"0.490950696900354"	"0.737272669906911"	"2603"	"2546"	"2987"	"3280"	"2565"	"2375"	"1741"	"2831"	"2998"	"3638"	"3729"	"3370"	"2511"	"1921"	"2194"	"3436"	"3576"	"2121"	"3266"	"3068"	"5014"	"3503"	"6611"
"M00929"	"Gibberellin A1 biosynthesis, GGPP => GA1"	"0"	"0.0555555555555556"	"0"	"0.0555555555555556"	"42.5"	"0.673289979659996"	"0.828910220214568"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"
"M00930"	"Menaquinone biosynthesis, futalosine pathway"	"702.4"	"694.5"	"52.2145573571202"	"79.0173411099009"	"45"	"1"	"1"	"596"	"589"	"803"	"843"	"681"	"600"	"226"	"594"	"394"	"904"	"872"	"868"	"400"	"218"	"368"	"637"	"832"	"427"	"782"	"752"	"1197"	"935"	"1495"
"M00931"	"Menaquinone biosynthesis, modified futalosine pathway"	"596.8"	"552.333333333333"	"47.2232993341211"	"64.8648670729553"	"53"	"0.576055844054548"	"0.77725181900007"	"488"	"501"	"701"	"709"	"585"	"485"	"172"	"447"	"326"	"723"	"704"	"704"	"309"	"140"	"273"	"476"	"666"	"343"	"643"	"603"	"957"	"784"	"1187"
"M00932"	"Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol"	"348.2"	"585.111111111111"	"24.9927989629013"	"42.3181915863977"	"3"	"0.00197482951685926"	"0.0362381216343674"	"390"	"387"	"286"	"390"	"288"	"344"	"510"	"718"	"669"	"490"	"498"	"439"	"607"	"620"	"571"	"814"	"673"	"438"	"394"	"442"	"779"	"463"	"1063"
"M00933"	"Plastoquinone biosynthesis, homogentisate + solanesyl-PP => plastoquinol"	"0.2"	"1.33333333333333"	"0.2"	"0.30249507099101"	"18"	"0.037673569455599"	"0.148668817098977"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"2"	"5"	"0"	"1"	"2"	"3"	"2"	"2"
"M00935"	"Methanofuran biosynthesis"	"15.6"	"37.2777777777778"	"2.50199920063936"	"4.99725778106638"	"19"	"0.0569777792562466"	"0.19424587304325"	"24"	"16"	"10"	"17"	"11"	"9"	"69"	"37"	"71"	"16"	"46"	"16"	"55"	"39"	"31"	"39"	"9"	"12"	"44"	"21"	"30"	"73"	"54"
"M00936"	"Melatonin biosynthesis, plants, tryptophan => serotonin => melatonin"	"184.2"	"181.777777777778"	"6.88767014308903"	"17.7332366862241"	"53.5"	"0.549898807393084"	"0.762925924448042"	"177"	"177"	"183"	"211"	"173"	"151"	"72"	"219"	"150"	"200"	"209"	"188"	"125"	"95"	"107"	"177"	"224"	"141"	"163"	"173"	"315"	"177"	"386"
